0	44.96816546
1	44.97764983
2	45.00094229
3	45.03794453
4	45.08850057
5	45.15239781
6	45.22936851
7	45.31909158
8	45.42119471
9	45.53525688
10	45.66081103
11	45.79734701
12	45.94431478
13	46.10112766
14	46.26716581
15	46.44177969
16	46.62429362
17	46.81400934
18	47.01020949
19	47.21216107
20	47.41911878
21	47.63032823
22	47.84502903
23	48.06245767
24	48.28185026
25	48.50244503
26	48.72348468
27	48.94421845
28	49.16390404
29	49.38180929
30	49.59721364
31	49.80940941
32	50.01770292
33	50.22141536
34	50.41988352
35	50.61246043
36	50.7985158
37	50.97743633
38	51.14862602
39	51.31150629
40	51.46551613
41	51.6101122
42	51.7447689
43	51.86897846
44	51.98225111
45	52.0841153
46	52.17411796
47	52.25182499
48	52.31682178
49	52.36871405
50	52.40712874
51	52.43171528
52	52.44214705
53	52.43812318
54	52.41937066
55	52.38564688
56	52.33674245
57	52.27248456
58	52.19274074
59	52.09742307
60	51.98649293
61	51.85996617
62	51.71791881
63	51.56049325
64	51.38790479
65	51.2004487
66	50.99850749
67	50.78255842
68	50.55318115
69	50.31106527
70	50.05701756
71	49.79196883
72	49.51697986
73	49.23324644
74	48.94210281
75	48.64502349
76	48.3436228
77	48.03965196
78	47.7349931
79	47.43165009
80	47.13173575
81	46.8374552
82	46.55108532
83	46.27495035
84	46.01139366
85	45.76274624
86	45.53129231
87	45.31923281
88	45.12864777
89	44.96145839
90	44.81939032
91	44.70393904
92	44.61633885
93	44.55753648
94	44.52817032
95	44.52855631
96	44.55868085
97	44.6182011
98	44.70645279
99	44.82246493
100	44.96498114
101	45.13248645
102	45.32323876
103	45.53530359
104	45.76659106
105	46.01489368
106	46.277924
107	46.55335091
108	46.83883377
109	47.13205363
110	47.43074111
111	47.73270044
112	48.03582966
113	48.33813688
114	48.63775272
115	48.93293927
116	49.22209565
117	49.50376083
118	49.77661379
119	50.03947161
120	50.29128585
121	50.53113746
122	50.75823074
123	50.9718865
124	51.17153475
125	51.35670718
126	51.52702956
127	51.68221425
128	51.8220529
129	51.94640955
130	52.05521406
131	52.14845597
132	52.2261789
133	52.28847536
134	52.33548211
135	52.36737595
136	52.38437003
137	52.38671053
138	52.37467386
139	52.34856416
140	52.30871121
141	52.25546867
142	52.18921263
143	52.11034037
144	52.01926943
145	51.91643682
146	51.80229851
147	51.67732892
148	51.54202065
149	51.39688425
150	51.24244806
151	51.07925811
152	50.90787798
153	50.7288887
154	50.54288865
155	50.35049327
156	50.15233484
157	49.94906211
158	49.74133976
159	49.52984781
160	49.31528083
161	49.09834699
162	48.87976694
163	48.66027249
164	48.44060513
165	48.22151424
166	48.00375525
167	47.78808743
168	47.57527159
169	47.36606751
170	47.16123123
171	46.96151208
172	46.76764968
173	46.58037065
174	46.40038531
175	46.22838424
176	46.0650348
177	45.91097761
178	45.76682304
179	45.63314776
180	45.51049137
181	45.39935313
182	45.3001889
183	45.21340824
184	45.13937176
185	45.07838878
186	45.03071525
187	44.99655202
188	44.97604346
189	44.96927651
190	44.97628004
191	44.99702467
192	45.03142296
193	45.07933006
194	45.14054466
195	45.21481037
196	45.30181749
197	45.40120504
198	45.51256316
199	45.63543574
200	45.76932333
201	45.9136862
202	46.06794763
203	46.23149725
204	46.40369451
205	46.58387222
206	46.77134002
207	46.9653879
208	47.16528961
209	47.37030601
210	47.57968827
211	47.79268098
212	48.00852503
213	48.22646037
214	48.44572853
215	48.665575
216	48.88525133
217	49.10401707
218	49.32114148
219	49.53590506
220	49.74760085
221	49.95553553
222	50.15903042
223	50.35742218
224	50.55006352
225	50.73632362
226	50.91558855
227	51.08726152
228	51.25076311
229	51.40553138
230	51.551022
231	51.68670837
232	51.81208167
233	51.92665109
234	52.02994398
235	52.1215062
236	52.20090249
237	52.26771711
238	52.3215545
239	52.36204029
240	52.38882243
241	52.40157266
242	52.39998824
243	52.383794
244	52.3527448
245	52.30662831
246	52.24526824
247	52.168528
248	52.07631484
249	51.96858441
250	51.8453459
251	51.70666753
252	51.55268261
253	51.383596
254	51.19969091
255	51.00133612
256	50.78899332
257	50.56322461
258	50.32469994
259	50.07420432
260	49.81264453
261	49.54105517
262	49.26060363
263	48.97259377
264	48.67846782
265	48.37980633
266	48.07832548
267	47.77587167
268	47.47441291
269	47.17602664
270	46.88288394
271	46.59722975
272	46.32135941
273	46.05759137
274	45.80823661
275	45.57556511
276	45.36177023
277	45.16893171
278	44.99897833
279	44.85365147
280	44.73447064
281	44.64270225
282	44.5793328
283	44.54504747
284	44.54021504
285	44.56487967
286	44.61875992
287	44.70125512
288	44.81145868
289	44.94817793
290	45.10995958
291	45.29511992
292	45.5017785
293	45.72789421
294	45.97130244
295	46.22975225
296	46.50094245
297	46.78255574
298	47.07229004
299	47.36788675
300	47.66715515
301	47.96799318
302	48.26840429
303	48.56651047
304	48.86056182
305	49.14894282
306	49.43017561
307	49.70292079
308	49.96597596
309	50.2182725
310	50.45887095
311	50.6869552
312	50.90182594
313	51.10289361
314	51.28967099
315	51.46176573
316	51.61887296
317	51.76076804
318	51.88729969
319	51.99838339
320	52.09399528
321	52.17416646
322	52.23897784
323	52.28855537
324	52.32306582
325	52.342713
326	52.34773443
327	52.33839841
328	52.3150015
329	52.27786635
330	52.22733991
331	52.16379186
332	52.08761338
333	51.99921614
334	51.8990315
335	51.78750988
336	51.6651203
337	51.53235001
338	51.38970429
339	51.23770619
340	51.07689649
341	50.90783348
342	50.73109291
343	50.5472678
344	50.35696824
345	50.16082111
346	49.95946972
347	49.75357334
348	49.54380654
349	49.33085848
350	49.11543198
351	48.8982424
352	48.68001639
353	48.46149038
354	48.24340895
355	48.0265229
356	47.81158716
357	47.59935853
358	47.39059314
359	47.18604379
360	46.98645707
361	46.79257032
362	46.6051085
363	46.42478083
364	46.25227747
365	46.08826602
366	45.93338807
367	45.78825569
368	45.65344804
369	45.52950794
370	45.4169387
